Nest_ID,Egg_num,Length,Width
12ikpi12bcc083,4,32.8,22.3
12ikpi12bcc086,1,28.3,20.7
12ikpi12bcc086,2,30.8,21.8
12ikpi12bcc086,3,31.1,22.3
12ikpi12bcc086,4,28.7,21.3
12ikpi12bcc087,1,28.8,20.6
12ikpi12bcc087,2,29.5,20.8
12ikpi12bcc087,3,30.3,21.4
12ikpi12bcc087,4,30.3,20.7
12ikpi12bcc088,1,30.6,20.9
12ikpi12bcc088,2,29.0,19.8
12ikpi12bcc088,3,30.5,19.6
12ikpi12bcc088,4,31.2,21.0
12ikpi12bcc092,1,39.6,27.3
12ikpi12bcc092,2,39.1,27.2
12ikpi12bcc092,3,40.9,26.9
12ikpi12bcc092,4,40.0,27.0
12ikpi12bcc093,1,35.2,25.6
12ikpi12bcc093,2,35.5,25.8
12ikpi12bcc093,3,34.2,25.6
12ikpi12bcc093,4,34.7,25.7
12ikpi12bcc096,1,36.0,25.8
12ikpi12bcc096,2,35.1,25.9
12ikpi12bcc096,3,34.8,26.0
12ikpi12bcc096,4,35.3,25.8
12ikpi12bcc097,1,35.7,25.8
12ikpi12bcc097,2,35.8,24.8
12ikpi12bcc097,3,35.3,26.1
12ikpi12bcc097,4,35.2,26.0
12ikpi12bcc098,1,29.0,20.7
12ikpi12bcc098,2,29.5,20.7
12ikpi12bcc098,3,28.7,20.0
12ikpi12bcc098,4,30.6,20.4
12ikpi12bcc099,1,30.8,22.7
12ikpi12bcc099,2,29.8,22.1
12ikpi12bcc099,3,32.1,22.8
12ikpi12bcc099,4,31.4,22.1
12ikpi12bcc100,1,44.1,30.5
12ikpi12bcc100,2,44.5,29.5
12ikpi12bcc100,3,45.4,30.4
12ikpi12bcc100,4,44.8,30.1
12ikpi12bcc102,1,51.3,36.8
12ikpi12bcc102,2,53.4,35.4
12ikpi12bcc102,3,51.9,35.9
12ikpi12bcc102,4,50.6,36.5
12ikpi12bcc104,1,30.5,20.4
12ikpi12bcc104,2,30.3,20.6
12ikpi12bcc104,3,30.0,20.6
12ikpi12bcc104,4,29.7,21.1
12ikpi12bcc105,1,34.0,23.5
12ikpi12bcc105,2,32.8,23.4
12ikpi12bcc105,3,34.0,23.6
12ikpi12bcc105,4,33.7,23.8
12ikpi12bcc106,1,31.2,22.8
12ikpi12bcc106,2,31.7,22.6
12ikpi12bcc108,1,32.4,22.1
12ikpi12bcc108,2,32.0,22.1
12ikpi12bcc108,3,31.3,21.6
12ikpi12bcc108,4,30.1,21.8
12ikpi12bcc111,1,28.7,20.0
12ikpi12bcc111,2,28.2,20.2
12ikpi12bcc111,3,28.4,20.0
12ikpi12bcc111,4,29.0,20.7
12ikpi12bcc115,1,36.1,26.3
12ikpi12bcc115,2,36.3,25.6
12ikpi12bcc115,3,36.2,25.7
12ikpi12bcc115,4,35.9,26.0
12ikpi12bcc116,1,31.0,21.1
12ikpi12bcc116,2,30.3,21.1
12ikpi12bcc116,3,29.2,20.5
12ikpi12bcc116,4,30.6,20.9
12ikpi12bcc118,1,29.3,19.8
12ikpi12bcc118,2,30.3,19.8
12ikpi12bcc118,3,29.1,19.3
12ikpi12bcc118,4,30.1,19.7
12ikpi12bcc120,1,30.5,21.3
12ikpi12bcc120,2,30.6,21.3
12ikpi12bcc120,3,31.7,21.5
12ikpi12bcc120,4,29.6,21.1
12ikpi12bcc122,1,32.2,22.4
12ikpi12bcc122,2,32.0,21.6
12ikpi12bcc122,3,31.0,21.5
12ikpi12bcc122,4,32.6,22.7
12ikpi12bcc123,1,28.7,20.8
12ikpi12bcc123,2,28.5,20.9
12ikpi12bcc123,3,28.2,20.8
12ikpi12bcc123,4,28.4,20.9
12ikpi12bcc124,1,30.0,21.3
12ikpi12bcc124,2,29.1,20.6
12ikpi12bcc124,3,30.1,21.6
12ikpi12bcc125,1,31.8,21.6
12ikpi12bcc125,2,30.8,21.6
12ikpi12bcc125,3,31.6,21.8
12ikpi12bcc125,4,31.7,21.9
12ikpi12bcc126,1,31.3,22.3
12ikpi12bcc126,2,31.5,22.5
12ikpi12bcc126,3,31.0,21.9
12ikpi12bcc126,4,32.2,22.2
12ikpi12bcc127,1,28.9,20.9
12ikpi12bcc127,2,29.1,21.0
12ikpi12bcc127,3,30.3,20.9
12ikpi12bcc127,4,29.2,21.3
12ikpi12bcc130,1,33.8,23.2
12ikpi12bcc130,2,33.8,23.7
12ikpi12bcc130,3,33.8,23.6
12ikpi12bcc130,4,33.9,23.0
12ikpi12bcc133,1,46.0,29.5
12ikpi12bcc133,2,44.8,30.4
12ikpi12bcc133,3,46.7,30.5
12ikpi12bcc133,4,45.1,30.0
12ikpi12bjl005,1,31.9,21.3
12ikpi12bjl005,2,32.4,21.3
12ikpi12bjl005,3,32.1,21.1
12ikpi12bjl005,4,32.2,21.2
12ikpi12bjl006,1,29.3,20.8
12ikpi12bjl006,2,29.4,21.4
12ikpi12bjl006,3,29.3,21.1
12ikpi12bjl006,4,29.2,21.0
12ikpi12bjl015,1,53.1,35.0
12ikpi12bjl015,2,49.5,35.3
12ikpi12bjl015,3,53.3,35.3
12ikpi12bjl015,4,52.0,35.6
12ikpi12bjl016,1,29.9,21.2
12ikpi12bjl016,2,29.7,21.6
12ikpi12bjl016,3,29.5,21.6
12ikpi12bjl016,4,29.7,21.1
12ikpi12bjl017,1,31.4,21.3
12ikpi12bjl017,2,31.2,21.1
12ikpi12bjl017,3,31.0,21.3
12ikpi12bjl017,4,30.7,21.1
12ikpi12bjl019,1,39.5,26.1
12ikpi12bjl019,2,37.3,26.0
12ikpi12bjl019,3,38.5,25.7
12ikpi12bjl019,4,40.3,25.8
12ikpi12bjl020,1,35.2,25.2
12ikpi12bjl020,2,34.7,25.7
12ikpi12bjl020,3,33.8,25.6
12ikpi12bjl020,4,35.9,25.1
12ikpi12bjl022,1,43.4,29.5
12ikpi12bjl022,2,43.0,29.1
12ikpi12bjl022,3,45.3,29.1
12ikpi12bjl022,4,44.3,29.6
12ikpi12bjl023,1,28.6,20.1
12ikpi12bjl023,2,30.1,19.9
12ikpi12bjl023,3,29.2,20.3
12ikpi12bjl023,4,29.3,20.1
12ikpi12bjl025,1,36.5,26.0
12ikpi12bjl025,2,37.4,26.4
12ikpi12bjl025,3,37.7,25.9
12ikpi12bjl025,4,37.1,26.0
12ikpi12kwp006,1,51.2,35.5
12ikpi12kwp006,2,52.5,35.5
12ikpi12kwp006,3,52.6,35.6
12ikpi12kwp006,4,50.4,35.2
12ikpi12kwp009,1,36.3,26.4
12ikpi12kwp009,2,36.2,26.3
12ikpi12kwp009,3,37.5,26.6
12ikpi12kwp009,4,36.5,26.2
12ikpi12kwp012,1,28.9,20.9
12ikpi12kwp012,2,29.1,21.1
12ikpi12kwp012,3,30.1,21.2
12ikpi12kwp012,4,29.9,21.0
12ikpi12kwp014,1,36.3,25.1
12ikpi12kwp014,2,36.3,25.1
12ikpi12kwp014,3,35.1,25.4
12ikpi12kwp014,4,36.1,25.2
12ikpi12kwp015,1,28.2,20.0
12ikpi12kwp015,2,28.0,20.2
12ikpi12kwp015,3,28.2,21.0
12ikpi12kwp015,4,28.1,20.2
12ikpi12kwp017,1,37.5,26.0
12ikpi12kwp017,2,36.1,25.4
12ikpi12kwp017,3,36.4,25.4
12ikpi12kwp017,4,36.4,25.9
12ikpi12kwp018,1,30.2,21.5
12ikpi12kwp018,2,29.5,21.8
12ikpi12kwp018,3,30.1,21.8
12ikpi12kwp018,4,30.2,21.7
12ikpi12kwp019,1,30.1,22.4
12ikpi12kwp019,2,30.6,22.1
12ikpi12kwp019,3,29.7,22.0
12ikpi12kwp019,4,30.5,22.1
12ikpi12kwp020,1,29.4,20.5
12ikpi12kwp020,2,29.8,20.4
12ikpi12kwp020,3,28.7,20.4
12ikpi12kwp020,4,29.5,20.5
12ikpi12kwp021,1,29.8,21.6
12ikpi12kwp021,2,29.4,21.8
12ikpi12kwp021,3,29.2,21.8
12ikpi12kwp021,4,29.6,21.6
12ikpi12kwp022,1,53.0,36.2
12ikpi12kwp022,2,54.0,36.0
12ikpi12kwp022,3,52.0,35.0
12ikpi12kwp023,1,30.3,22.1
12ikpi12kwp023,2,30.4,21.8
12ikpi12kwp023,3,31.0,21.8
12ikpi12kwp023,4,30.5,22.2
12ikpi12kwp024,1,32.2,21.5
12ikpi12kwp024,2,31.6,21.9
12ikpi12kwp024,3,31.7,21.7
12ikpi12kwp024,4,31.5,22.0
12ikpi12kwp026,1,30.6,21.0
12ikpi12kwp026,2,30.4,21.3
12ikpi12kwp026,3,30.5,21.5
12ikpi12kwp026,4,31.0,21.4
12ikpi12kwp027,1,31.3,21.0
12ikpi12kwp027,2,29.2,21.0
12ikpi12kwp027,3,31.3,21.0
12ikpi12kwp027,4,31.0,20.8
12ikpi12kwp029,1,31.5,21.2
12ikpi12kwp029,2,28.8,21.4
12ikpi12kwp029,3,29.2,21.4
12ikpi12kwp029,4,28.7,21.5
12ikpi12kwp030,1,31.0,21.7
12ikpi12kwp030,2,31.3,21.5
12ikpi12kwp030,3,29.7,21.4
12ikpi12kwp030,4,31.4,21.9
12ikpi12kwp032,1,29.8,20.6
12ikpi12kwp032,2,29.3,21.0
12ikpi12kwp032,3,29.0,21.1
12ikpi12kwp032,4,29.1,20.8
12ikpi12kwp033,1,30.5,21.7
12ikpi12kwp033,2,29.3,22.0
12ikpi12kwp033,3,31.7,21.3
12ikpi12kwp033,4,30.5,21.7
12ikpi12kwp035,1,37.4,26.5
12ikpi12kwp035,2,37.7,26.1
12ikpi12kwp035,3,37.7,26.0
12ikpi12kwp035,4,37.1,25.5
12ikpi12kwp036,1,29.3,20.7
12ikpi12kwp036,2,29.1,20.7
12ikpi12kwp036,3,29.4,21.0
12ikpi12kwp036,4,27.6,19.9
12ikpi12kwp040,1,29.2,21.1
12ikpi12kwp040,2,29.9,20.6
12ikpi12kwp040,3,30.1,21.1
12ikpi12kwp040,4,30.0,20.9
12ikpi12kwp041,1,31.2,21.0
12ikpi12kwp041,2,31.0,21.6
12ikpi12kwp041,3,30.7,21.4
12ikpi12kwp041,4,30.9,21.7
12ikpi12kwp042,1,29.5,20.5
12ikpi12kwp042,2,29.5,20.7
12ikpi12kwp042,3,29.7,20.4
12ikpi12kwp042,4,28.5,20.1
12ikpi12kwp043,1,28.0,20.4
12ikpi12kwp043,2,27.8,20.1
12ikpi12kwp043,3,27.0,20.5
12ikpi12kwp043,4,28.3,20.4
12ikpi12kwp044,1,30.0,20.9
12ikpi12kwp044,2,30.3,21.5
12ikpi12kwp044,3,30.8,21.2
12ikpi12kwp044,4,30.3,21.0
12ikpi12kwp045,1,38.3,26.8
12ikpi12kwp045,2,38.6,26.6
12ikpi12kwp045,3,39.4,26.4
12ikpi12kwp045,4,38.2,26.3
12ikpi12kwp046,1,37.1,26.0
12ikpi12kwp046,2,36.0,25.8
12ikpi12kwp046,3,36.0,25.9
12ikpi12kwp046,4,35.9,25.7
12ikpi12mlm002,1,43.2,29.3
12ikpi12mlm002,2,43.8,29.3
12ikpi12mlm002,3,42.2,29.7
12ikpi12mlm002,4,43.5,29.2
12ikpi12mlm015,1,35.5,25.2
12ikpi12mlm015,2,36.7,25.6
12ikpi12mlm015,3,34.7,25.5
12ikpi12mlm015,4,34.8,25.6
12ikpi12mlm017,1,37.8,26.3
12ikpi12mlm017,2,37.9,26.1
12ikpi12mlm017,3,36.4,25.6
12ikpi12mlm017,4,38.1,26.2
12ikpi12mlm023,1,29.1,21.5
12ikpi12mlm023,2,29.6,21.3
12ikpi12mlm023,3,30.3,21.3
12ikpi12mlm023,4,29.5,21.4
12ikpi12mlm024,1,28.9,22.1
12ikpi12mlm024,2,29.5,21.8
12ikpi12mlm024,3,30.1,22.1
12ikpi12mlm024,4,30.1,22.0
12ikpi12mlm025,1,36.6,25.6
12ikpi12mlm025,2,35.5,25.8
12ikpi12mlm025,3,35.9,25.5
12ikpi12mlm025,4,37.2,25.5
12ikpi12mlm027,1,32.1,21.5
12ikpi12mlm027,2,32.3,21.2
12ikpi12mlm027,3,30.5,21.1
12ikpi12mlm027,4,32.4,21.4
12ikpi12mlm032,1,45.1,29.9
12ikpi12mlm032,2,43.8,30.9
12ikpi12mlm032,3,44.3,30.6
12ikpi12mlm032,4,44.5,30.4
12ikpi12mlm036,1,36.0,25.7
12ikpi12mlm036,2,38.5,26.2
12ikpi12mlm036,3,37.3,25.9
12ikpi12mlm036,4,35.4,25.9
12ikpi12mlm041,1,37.7,25.7
12ikpi12mlm041,2,37.1,25.4
12ikpi12mlm041,3,38.0,25.8
12ikpi12mlm041,4,38.2,25.2
12ikpi12mlm042,1,30.4,20.6
12ikpi12mlm042,2,31.0,20.1
12ikpi12mlm042,3,29.5,20.7
12ikpi12mlm043,1,38.4,27.0
12ikpi12mlm043,2,38.3,26.6
12ikpi12mlm043,3,37.9,26.5
12ikpi12mlm044,1,55.4,37.7
12ikpi12mlm044,2,54.4,37.8
12ikpi12mlm044,3,51.4,37.0
12ikpi12mlm044,4,55.4,36.3
12ikpi12mlm045,1,53.3,35.6
12ikpi12mlm045,2,53.4,35.2
12ikpi12mlm045,3,53.4,35.5
12ikpi12mlm045,4,54.2,35.5
12ikpi12mlm046,1,44.6,31.8
12ikpi12mlm046,2,44.3,31.6
12ikpi12mlm046,3,46.2,31.7
12ikpi12mlm046,4,46.1,31.7
12ikpi12mlm047,1,31.7,22.0
12ikpi12mlm047,2,31.5,22.3
12ikpi12mlm047,3,30.3,22.0
12ikpi12mlm047,4,30.3,22.2
12ikpi12mlm048,1,28.9,19.7
12ikpi12mlm048,2,29.5,19.9
12ikpi12mlm048,3,29.9,19.8
12ikpi12mlm048,4,28.3,20.2
12ikpino id,2,53.7,36.2
12ikpino id,3,52.4,35.9
12ikpino id,4,54.9,35.6
12madeas-24,1,37.5,25.6
12madeas-24,2,38.3,25.5
12madeas-24,3,37.0,25.8
12madefs-02,1,35.9,26.1
12madefs-02,2,37.3,25.9
12madefs-02,3,35.6,25.5
12madefs-02,4,35.0,25.9
12madefs-03,1,37.4,25.9
12madefs-03,2,37.0,25.4
12madefs-03,3,39.9,25.5
12madefs-17,1,28.2,20.7
12madefs-17,2,29.4,21.0
12madefs-17,3,29.2,20.6
12madefs-17,4,29.3,20.9
12madekb-03,1,31.2,22.9
12madekb-16,1,46.7,33.9
12madekb-16,2,49.0,32.5
12madekb-16,3,49.8,32.4
12madekb-16,4,48.9,32.8
12madekb-18,1,31.0,22.9
12madekb-18,2,31.6,22.9
12madekb-18,3,31.9,22.9
12madekb-18,4,30.9,22.8
12madekb-19,1,51.0,36.7
12madekb-19,2,52.2,36.3
12madekb-19,3,51.9,36.3
12madekb-25,1,29.0,21.4
12madekb-25,2,30.3,20.9
12madekb-25,3,29.1,21.1
12madekb-25,4,29.8,21.1
12madekb-33,1,28.1,20.9
12madekb-33,2,28.8,20.7
12madekb-33,3,28.4,21.0
12madekb-33,4,28.6,21.0
12madekb-34,1,58.2,46.2
12madekb-34,2,63.4,52.7
12madekb-34,3,57.0,45.1
12madekb-34,4,62.8,51.3
12madekb-35,1,29.7,21.9
12madekb-35,2,28.1,22.6
12madekb-35,3,30.2,22.2
12madekb-35,4,30.0,21.9
12madekb-36,1,29.9,21.8
12madekb-36,2,30.1,21.6
12madekb-36,3,30.2,21.4
12madekb-36,4,30.9,21.5
12madekb-37,1,30.5,21.4
12madekb-37,2,30.9,21.6
12madekb-37,3,31.7,21.3
12madekb-37,4,31.3,21.1
12nomedunlsf18,1,34.8,24.9
12nomedunlsf18,2,35.9,25.1
12nomedunlsf18,3,34.5,24.9
12nomedunlsf18,4,35.5,24.5
12nomeesabks01,1,31.9,21.9
12nomeesabks01,2,31.4,21.8
12nomeesabks01,3,30.9,21.6
12nomeesabks01,4,29.8,21.8
12nomeesabks02,1,30.7,20.5
12nomeesabks02,2,31.9,20.9
12nomeesabks02,3,32.0,21.0
12nomeesabks02,4,32.0,20.9
12nomeesabks03,1,31.7,21.6
12nomeesabks03,2,32.1,21.7
12nomeesabks03,3,31.2,22.2
12nomeesabks03,4,31.4,21.9
12nomeesabks04,1,32.5,21.2
12nomeesabks04,2,32.9,22.0
12nomeesabks04,3,31.3,22.2
12nomeesabks04,4,32.3,22.4
12nomeesabks05,1,29.5,20.6
12nomeesabks05,2,29.1,20.8
12nomeesabks05,3,29.0,20.5
12nomeesabks05,4,31.4,19.6
12nomeesabks06,1,30.9,22.0
12nomeesabks06,2,32.2,22.0
12nomeesabks07,1,29.5,21.2
12nomeesabks07,2,29.0,21.4
12nomeesabks07,3,28.6,28.7
12nomeesabks07,4,28.7,21.1
12nomeesabks08,1,29.6,20.5
12nomeesabks08,2,29.9,20.3
12nomeesabks08,3,30.7,20.9
12nomeesabks08,4,29.5,20.6
12nomernphdh10,1,27.7,21.4
12nomernphdh10,2,28.7,20.5
12nomernphdh10,3,28.4,20.2
12nomernphdh10,4,28.7,20.8
12nomernphdh15,1,27.9,20.6
12nomernphdh15,2,28.3,21.8
12nomernphdh15,3,28.3,21.1
12nomernphdh22,1,30.3,19.9
12nomernphdh22,2,30.5,20.2
12nomernphdh22,3,29.3,19.8
12nomernphdh24,1,31.5,20.4
12nomernphdh24,2,30.4,21.6
12nomernphdh24,3,30.4,20.4
12nomernphdh24,4,29.5,20.6
12nomernphdh31,1,28.5,20.3
12nomernphdh31,2,29.3,20.3
12nomernphdh31,3,28.8,19.7
12nomernphdh31,4,28.5,20.0
12nomernphdh32,1,30.2,21.5
12nomernphdh32,2,30.3,21.4
12nomernphdh32,3,29.8,21.2
12nomernphdh32,4,30.2,21.2
12nomernphdh33,1,28.7,19.9
12nomernphdh34,2,29.0,20.2
12nomernphdh35,3,29.4,20.5
12nomernphdh36,4,29.1,19.8
12nomernphek12,1,31.3,21.5
12nomernphek12,2,30.1,20.8
12nomernphek12,3,31.3,21.0
12nomernphek12,4,31.4,21.1
12nomernphek18,1,30.8,21.6
12nomernphek18,2,29.9,21.3
12nomernphek18,3,29.7,21.8
12nomernphek19,1,26.9,20.5
12nomernphek19,2,28.0,20.6
12nomernphek19,3,26.9,20.5
12nomernphek19,4,27.6,20.0
12nomernphek20,1,27.0,20.3
12nomernphek20,2,26.2,20.1
12nomernphek20,3,27.2,20.1
12nomernphek20,4,27.2,19.7
12nomernphek21,1,30.3,21.0
12nomernphek21,2,31.5,21.4
12nomernphek21,3,31.8,21.8
12nomernphek21,4,30.6,21.5
12nomernphek22,1,29.5,20.5
12nomernphek22,2,29.0,20.4
12nomernphek22,3,29.2,20.4
12nomernphek22,4,28.6,20.8
12nomernphek23,1,29.7,20.8
12nomernphek23,2,29.4,20.5
12nomernphek23,3,29.0,20.2
12nomernphek23,4,29.3,19.9
12nomernphek24,1,29.0,20.4
12nomernphek24,2,30.0,20.0
12nomernphek24,3,29.4,20.6
12nomernphek24,4,28.7,21.0
12nomernphmh10,1,28.5,21.3
12nomernphmh10,2,30.3,21.3
12nomernphmh10,3,28.2,20.9
12nomernphmh10,4,29.9,21.2
12nomernphmh11,1,28.5,19.9
12nomernphmh11,2,29.1,20.1
12nomernphmh11,3,28.3,20.6
12nomernphmh11,4,29.1,19.9
12nomernphmh16,1,29.4,20.9
12nomernphmh16,2,29.8,21.1
12nomernphmh16,3,29.9,20.7
12nomernphmh21,1,29.1,20.7
12nomernphmh21,2,30.1,21.9
12nomernphmh21,3,29.4,20.4
12nomernphmh21,4,29.6,20.9
12nomernphmh22,1,28.5,20.2
12nomernphmh22,2,27.9,20.3
12nomernphmh22,3,29.1,20.3
12nomernphmh22,4,29.4,20.2
12nomernphmh27,1,29.7,21.3
12nomernphmh27,2,27.1,20.3
12nomernphmh27,3,28.3,21.0
12nomernphmh27,4,28.9,20.8
12nomernphmh29,1,28.2,20.0
12nomernphmh29,2,28.1,19.9
12nomernphmh29,3,26.7,18.7
12nomernphmh31,1,30.1,20.8
12nomernphmh31,2,30.3,20.7
12nomernphmh31,3,29.5,20.7
12nomernphmh31,4,29.4,20.9
12nomernphmh35,1,29.8,20.5
12nomernphmh35,2,30.6,20.3
12nomernphmh35,3,29.6,20.3
12nomernphmh37,1,29.4,20.4
12nomernphmh37,2,28.9,19.9
12nomernphmh37,3,26.4,20.0
12nomernphmh37,4,28.7,20.1
12nomernphmh38,1,30.0,21.0
12nomernphmh38,2,30.3,20.3
12nomernphmh38,3,28.9,21.1
12nomernphmh38,4,28.2,20.7
12nomernphmh39,1,29.7,20.4
12nomernphmh39,2,30.3,20.4
12nomernphmh39,3,29.4,20.4
12nomernphmh39,4,30.4,20.3
12nomernphmh45,1,31.0,20.2
12nomernphmh45,2,30.2,20.3
12nomernphmh45,3,30.5,20.1
12nomernphmh45,4,29.4,19.9
12nomernphmh47,1,29.1,20.5
12nomernphmh47,2,27.7,20.7
12nomernphmh47,3,28.8,20.6
12nomernphmh47,4,28.6,20.7
12nomernphmh48,1,31.3,21.1
12nomernphmh48,2,30.9,21.4
12nomernphmh48,3,31.6,21.4
12nomernphmh48,4,30.2,21.5
12nomernphmh49,1,29.1,20.3
12nomernphmh49,2,27.9,19.9
12nomernphmh49,3,28.3,21.6
12nomernphmh50,1,30.1,20.0
12nomernphmh50,2,29.9,19.2
12nomernphmh50,3,28.2,20.2
12nomernphmh50,4,29.2,20.2
12nomernphmh52,1,30.9,20.3
12nomernphmh52,2,30.0,20.2
12nomernphmh52,3,30.2,20.6
12nomernphmh52,4,30.4,20.0
12nomernphmh53,1,28.8,21.0
12nomernphmh53,2,29.3,21.0
12nomernphmh53,3,29.5,20.2
12nomernphmh53,4,29.3,20.2
12nomernphmh54,1,28.1,20.4
12nomernphmh54,2,27.8,20.6
12nomernphmh54,3,28.0,20.2
12nomernphmh54,4,28.1,20.6
12nomernphmh55,1,31.0,21.1
12nomernphmh55,2,29.6,21.1
12nomernphmh55,3,30.7,21.1
12nomernphmh55,4,30.5,21.4
12nomernphmh57,1,31.2,20.9
12nomernphmh57,2,30.3,20.7
12nomernphmh57,3,31.1,21.1
12nomernphmh58,1,28.9,20.8
12nomernphmh58,2,28.3,20.7
12nomernphmh58,3,28.5,20.6
12nomernphmh58,4,29.5,21.2
12nomernphmh59,1,28.3,21.0
12nomernphmh59,2,28.7,20.9
12nomernphmh59,3,28.0,20.8
12nomernphmh59,4,28.1,21.0
12nomernphmh61,1,29.1,20.9
12nomernphmh61,2,30.2,20.3
12nomernphmh61,3,29.5,20.8
12nomernphmh61,4,29.3,20.9
12nomernphmh62,1,28.3,19.5
12nomernphmh62,2,29.2,20.0
12nomernphmh62,3,29.2,19.9
12nomernphmh62,4,31.2,20.0
12nomernphmh63,1,28.4,21.0
12nomernphmh63,2,29.7,21.1
12nomernphmh63,3,30.0,21.0
12nomernphmh63,4,27.8,20.5
12nomernphmh64,1,28.9,20.3
12nomernphmh64,2,28.6,19.9
12nomernphmh64,3,28.0,20.3
12nomernphmh64,4,28.2,20.2
12nomernphmh65,1,30.8,20.9
12nomernphmh65,2,30.4,21.0
12nomernphmh65,3,31.1,21.3
12nomernphmh65,4,29.2,20.5
12nomernphmh66,1,28.9,20.8
12nomernphmh66,2,29.4,20.2
12nomernphmh66,3,29.3,20.1
12nomernphmh66,4,28.1,20.2
12nomernphmh68,1,29.2,20.5
12nomernphmh68,2,30.0,20.6
12nomernphmh68,3,29.8,20.7
12nomernphmh69,1,30.9,21.0
12nomernphmh69,2,30.4,20.4
12nomernphmh69,3,31.5,20.8
12nomernphmh69,4,29.0,20.9
12nomernphmh70,1,29.1,21.1
12nomernphmh70,2,28.3,20.9
12nomernphmh70,3,29.0,20.3
12nomernphmh71,1,29.0,20.6
12nomernphmh71,2,27.6,20.8
12nomernphmh71,3,29.3,20.4
12nomernphmh71,4,29.0,20.9
12nomernphmh72,1,29.2,19.4
12nomernphmh72,2,29.2,20.8
12nomernphmh72,3,30.0,21.0
12nomernphmh74,1,30.5,20.6
12nomernphmh74,2,31.1,20.3
12nomernphmh75,1,29.4,19.9
12nomernphmh75,2,29.2,20.0
12nomernphmh75,3,28.0,19.5
12nomernphmh75,4,28.9,20.2
12nomernphmh77,1,30.1,21.1
12nomernphmh77,2,29.7,21.1
12nomernphmh77,3,30.2,21.4
12nomernphsf03,1,29.9,20.9
12nomernphsf03,2,29.3,21.4
12nomernphsf03,3,29.8,20.7
12nomernphsf03,4,29.8,21.5
12nomernphsf09,1,28.5,21.4
12nomernphsf09,2,28.8,20.6
12nomernphsf09,3,28.4,20.0
12nomernphsf09,4,28.0,20.6
12nomernphsf11,1,29.6,21.1
12nomernphsf11,2,30.4,20.6
12nomernphsf11,3,29.5,20.5
12nomernphsf17,1,30.4,20.0
12nomernphsf17,2,30.8,19.5
12nomernphsf17,3,30.0,20.0
12nomernphsf17,4,30.6,19.6
12nomernphsf21,1,29.6,20.5
12nomernphsf21,2,28.9,19.6
12nomernphsf21,3,30.1,20.7
12nomernphsf21,4,28.9,19.8
12nomernphsf24,1,29.5,20.8
12nomernphsf24,2,28.9,20.5
12nomernphsf24,3,28.8,20.8
12nomernphsf24,4,29.2,20.4
12nomernphsf28,1,29.7,21.0
12nomernphsf28,2,30.7,21.4
12nomernphsf28,3,30.8,21.2
12nomernphsf28,4,30.0,21.6
12nomernphsf30,1,29.2,21.4
12nomernphsf30,2,29.7,20.7
12nomernphsf30,3,29.9,20.9
12nomernphsf31,1,29.7,20.7
12nomernphsf31,2,29.9,20.7
12nomernphsf31,3,29.7,20.3
12nomernphsf31,4,29.1,20.7
12nomernphsf32,1,29.3,21.4
12nomernphsf32,2,29.1,21.8
12nomernphsf32,3,30.1,21.8
12nomernphsf32,4,29.2,21.6
12nomernphsf34,1,29.7,20.3
12nomernphsf34,2,29.4,20.8
12nomernphsf34,3,29.7,20.7
12nomernphsf34,4,29.3,20.7
12nomernphsf36,1,29.0,21.1
12nomernphsf36,2,27.8,20.7
12nomernphsf38,1,31.1,20.9
12nomernphsf38,2,30.4,20.7
12nomernphsf38,3,30.5,20.7
12nomernphsf38,4,31.0,21.0
12nomernphsf41,1,31.0,21.5
12nomernphsf41,2,30.4,19.9
12nomernphsf41,3,30.4,20.7
12nomernphsf41,4,30.9,20.6
12nomernphsf43,1,26.9,20.0
12nomernphsf43,2,28.2,20.2
12nomernphsf43,3,27.7,20.5
12nomernphsf43,4,29.2,20.4
12nomernphsf44,1,29.2,20.5
12nomernphsf44,2,28.6,20.1
12nomernphsf44,3,29.3,20.4
12nomernphsf44,4,28.3,20.4
12nomernphsf45,1,29.8,20.0
12nomernphsf45,2,29.8,20.2
12nomernphsf45,3,28.9,19.8
12nomernphsf47,1,29.1,20.7
12nomernphsf47,2,30.0,20.5
12nomernphsf47,3,30.1,20.6
12nomernphsf47,4,29.8,20.7
12nomernphsf49,1,28.3,20.0
12nomernphsf49,2,28.6,20.1
12nomernphsf49,3,29.3,20.2
12nomernphsf49,4,28.9,20.4
12nomernphsf50,1,27.8,20.1
12nomernphsf50,2,28.6,20.5
12nomernphsf50,3,28.3,20.3
12nomernphsf50,4,27.6,20.0
12nomernphwe05,1,29.7,21.3
12nomernphwe05,2,28.8,20.9
12nomernphwe05,3,28.6,20.5
12nomernphwe05,4,30.0,20.9
12nomernphwe13,1,28.0,20.9
12nomernphwe13,2,28.9,21.3
12nomernphwe13,3,27.8,21.1
12nomernphwe14,1,28.7,20.4
12nomernphwe14,2,30.5,20.7
12nomernphwe14,3,28.8,21.2
12nomernphwe14,4,28.8,20.9
12nomernphwe16,1,30.4,20.9
12nomernphwe16,2,29.9,21.9
12nomernphwe16,3,30.5,21.2
12nomernphwe16,4,30.3,21.5
12nomernphwe21,1,30.1,20.9
12nomernphwe21,2,28.5,21.2
12nomernphwe22,1,28.7,20.8
12nomernphwe22,2,29.1,20.8
12nomernphwe22,3,28.9,20.8
12nomernphwe22,4,28.7,20.5
